FAC_ID,FAC_NAME,OP_BA_ID,OPERATOR,SUB_CODE,FAC_SUB_TY,LIC_NUMBER,LIC_TYPE,EDCT_TYPE,EDCT_DESCR,LIC_BA_ID,LICENSEE,FAC_STATUS,LOC_SOURCE,icon_url
ABBT0086877,Apache House Mount 02-28-068-11w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0333892",W,"360",Single Well <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0092035,981384 Et Al Hz Swanh 1-28-66-11w502,A663,Trident Exploration (Alberta) Corp.,"351",Gas Single-Well Battery,"0348047",W,"150",Multi Well Pad =0.00,A663,Trident Exploration (Alberta) Corp.,Suspended,Well Licence,./0.png
ABBT0099542,Accel Energy Swnh 2-1-69-9,A7ND,ACCEL Canada Holdings Limited,"311",Crude Oil Single-Well Battery,"0024967",W,,,A7ND,ACCEL Canada Holdings Limited,Active,Well Licence,./0.png
ABBT0087612,Celtic Swan Hills 12-27-66-9w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0206242",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0092657,Acl Swan Hills 100/02-03-070-11w5/0,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0116513",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0087758,Acl Hm 08-14-069-11w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0341004",W,"280",Single Well <0.01,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0093220,981384 Swanhills 16-33-66-11w5/02,A663,Trident Exploration (Alberta) Corp.,"351",Gas Single-Well Battery,"0348049",W,"150",Multi Well Pad =0.00,A663,Trident Exploration (Alberta) Corp.,Suspended,Well Licence,./0.png
ABBT0088664,12-16-068-11w5 (dh 14-16) Acl,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0336195",W,"360",Single Well <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0087382,12-28-068-11w5(06-28) Acl,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0334711",W,"370",Multi Well Pad <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0087402,02/10-33-068-11w5(16-33)acl,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0332042",W,"360",Single Well <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0095625,Acl Swanh 10-12-070-11w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0027807",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0111853,Swan Hills 06-09,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0420049",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0113060,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"0419512",W,"280",Single Well <0.01,A7L1,Razor Energy Corp.,Suspended,Well Licence,./0.png
ABBT0091767,Celtic Et Al Swanh 10-32-66-9w502,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0282040",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0091797,Acl Swan Hills 0/12-31-069-09w5/0,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0028728",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0114357,Arcan 13-30 Hz,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0423891",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0090581,Arcan Swan Hills 2-21-68-8w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0351986",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0099055,Devon Arl Swanh 4-23-67-11,0HE9,Canadian Natural Resources Limited,"311",Crude Oil Single-Well Battery,"0395865",W,"280",Single Well <0.01,0HE9,Canadian Natural Resources Limited,Suspended,Well Licence,./0.png
ABBT0118470,Midway Hz Swanh 14-15/14-22-68-9w5,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0434965",W,"280",Single Well <0.01,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT0092408,Arcan Swan Hills 2-20-68-8w5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0359780",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0092436,Celtic Swan Hills 4-2-68-09w5/2,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0356528",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0119112,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"0434418",W,"370",Multi Well Pad <0.3,A7L1,Razor Energy Corp.,Suspended,Well Licence,./0.png
ABBT0099685,Trafalgar House Mountain 3-36,A2J6,Crescent Point Energy Corp.,"311",Crude Oil Single-Well Battery,"0399674",W,"280",Single Well <0.01,A7N3,Acquisition Oil Corp.,Suspended,Well Licence,./0.png
ABBT0119667,Swan 01-16,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0436533",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0119668,Swan 01-28,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0436534",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0121286,Ethel 11-32,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0437489",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0122361,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"0433225",W,"360",Single Well <0.3,A7L1,Razor Energy Corp.,Suspended,Well Licence,./0.png
ABBT0124320,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"0440799",W,"360",Single Well <0.3,A7L1,Razor Energy Corp.,Suspended,Well Licence,./0.png
ABBT0124585,Swan Hills 06-26,A6A7,Cardinal Energy Ltd.,"311",Crude Oil Single-Well Battery,"0027714",W,"280",Single Well <0.01,A6A7,Cardinal Energy Ltd.,Active,Well Licence,./0.png
ABBT0105515,Kinmerc Swan Hills 4-20-69-9,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0096413",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0124726,Swanhills 6-28,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0446544",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0125512,Acl Swan Hills 09-30,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0449322",W,"570",Single Well <2.0,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0125935,Acl Swanh 13-33,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0443127",W,"360",Single Well <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0125972,Pengrowth Swanh14-11-69-0,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0450312",W,"140",Single Well 0.00,A7G2,Ridgeback Resources Inc.,Suspended,Well Licence,./0.png
ABBT0126484,Arcan 4-12 Hz Swanh 15-35-067-09 W5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0449499",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0126485,Arcan 16-33 Hz Ethel 05-04-068-08 W5,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0443304",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0126562,Penn West Swan Hills 04-15 Oswb,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"0452347",W,"360",Single Well <0.3,A7L1,Razor Energy Corp.,Suspended,Well Licence,./0.png
ABBT0126663,Cpec Hz Swanhills 9-17-69-10w5,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0449337",W,"140",Single Well 0.00,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT0127252,Arcan 11-27 Hz Swanh 14-28-68-9,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0452318",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0130918,Lts Deer 5-9-69-9w5 Swb,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0458515",W,"280",Single Well <0.01,A7G2,Ridgeback Resources Inc.,Suspended,Well Licence,./0.png
ABBT0130921,Lts Deer 1-35-68-9w5 Swb,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0461923",W,"360",Single Well <0.3,A7G2,Ridgeback Resources Inc.,Suspended,Well Licence,./0.png
ABBT0099638,Arcan 16-09,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0400474",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0098146,Drake Pacific 10-31-68-9w5,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0375393",W,"140",Single Well 0.00,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0131808,Swan Hills 08-18-069-09w5/0,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0463379",W,"360",Single Well <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0132024,Arcan 102/13-20-068-08w5/00,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0459471",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0132471,Cpec Hz Swanhills 01-12-069-11w5,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0460836",W,"140",Single Well 0.00,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT0114881,Acl Hz 102 Swanh 3-31-69-10,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0427983",W,"360",Single Well <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0114982,Pengrowth Hz Swanh 16-36-68-9,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0430364",W,"140",Single Well 0.00,A7G2,Ridgeback Resources Inc.,Suspended,Well Licence,./0.png
ABBT0099162,02-14-070-11w5/0,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0025598",W,,,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0117326,Swan Hills 13-19,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0432616",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0117902,Swanh 13-25,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0435500",W,"150",Multi Well Pad =0.00,A74X,Aspenleaf Energy Limited,Active,Well Licence,./0.png
ABBT0117904,Swanh 13-15,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0433200",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0100760,100/15-21-069-09w5/0,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0403328",W,"570",Single Well <2.0,A6A7,Cardinal Energy Ltd.,New,Well Licence,./0.png
ABBT0100763,100/08-21-069-09w5/0,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0403329",W,"570",Single Well <2.0,A6A7,Cardinal Energy Ltd.,New,Well Licence,./0.png
ABBT0118987,Coral Hill 100/16-13-069-09w5,A7N3,Acquisition Oil Corp.,"311",Crude Oil Single-Well Battery,"0436962",W,"140",Single Well 0.00,A7N3,Acquisition Oil Corp.,Active,Well Licence,./0.png
ABBT0138541,Acl Hz Swanh 11-05-069-09w5,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0471506",W,"370",Multi Well Pad <0.3,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0107516,Pengrowth Hz Swanh 8-23-68-9w5,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0417188",W,"280",Single Well <0.01,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT0104566,Kinmerc Swan Hills 10-34-67-11,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0132940",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0121697,Cpec Swan Hills 14-09-069-10w5,A2J6,Crescent Point Energy Corp.,"311",Crude Oil Single-Well Battery,"0443450",W,"280",Single Well <0.01,A7N3,Acquisition Oil Corp.,Suspended,Well Licence,./0.png
ABBT0105358,Kinmerc Swan Hills 2-35-67-11w5,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0135409",W,"140",Single Well 0.00,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0122604,Pengrowth 2-27-69-9w5,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0024965",W,,,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT0106254,Pengrowth Swanh 15-23,A7G2,Ridgeback Resources Inc.,"311",Crude Oil Single-Well Battery,"0415693",W,"280",Single Well <0.01,A7G2,Ridgeback Resources Inc.,Active,Well Licence,./0.png
ABBT0106871,Arcan 13-10,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0411996",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0123358,Pennwest Swan Hills,A7L1,Razor Energy Corp.,"311",Crude Oil Single-Well Battery,"0447328",W,"360",Single Well <0.3,A7L1,Razor Energy Corp.,Suspended,Well Licence,./0.png
ABBT0107935,Kinmerc Swan Hills 10-33-68,A2PZ,KinMerc Oil & Gas Inc.,"311",Crude Oil Single-Well Battery,"0111745",W,,,A2PZ,KinMerc Oil & Gas Inc.,Active,Well Licence,./0.png
ABBT0112461,Morse 13-27,A74X,Aspenleaf Energy Limited,"311",Crude Oil Single-Well Battery,"0206242",W,"140",Single Well 0.00,A74X,Aspenleaf Energy Limited,Suspended,Well Licence,./0.png
ABBT0125439,Acl Hz Swan Hills 8-26,0AW4,Paramount Resources Ltd.,"311",Crude Oil Single-Well Battery,"0449947",W,"570",Single Well <2.0,A6A7,Cardinal Energy Ltd.,Suspended,Well Licence,./0.png
ABBT0149039,15-27-69-10w5 Oil Swb,A6A7,Cardinal Energy Ltd.,"311",Crude Oil Single-Well Battery,"0025985",W,,,A6A7,Cardinal Energy Ltd.,Active,Well Licence,./0.png
