X,Y,CGNDB_ID,GEONAME,LANGUAGE,SYLLABIC,GENERIC,CATEGORY,CONCISE,FEATURE_ID,LOCATION,PROV_TERR,REL_SCALE,DECISION,SOURCE,icon_url
-113.45833,53.575,IASMH,Elmwood Park,Undetermined,,Urban Community,Populated Place,UNP,530ebcfcbbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-119.6158333,55.0538889,IACPI,Elmworth,Undetermined,,Locality,Populated Place,UNP,0c836e39849c20c32c8c00806da19ce4,9-70-11-W6,Alberta,"250000",1947-10-07,Alberta Culture and Tourism,./2.png
-113.2008333,51.9905556,IACPJ,Elnora,Undetermined,,Village,Populated Place,VILG,7f8b9000d05511d892e2080020a0f4c9,10-35-23-W4,Alberta,"1000000",1995-01-01,Alberta Culture and Tourism,./2.png
-115.0902778,50.665,IACPL,Elpoca Creek,Undetermined,,Creek,Water Feature,RIV,0c836e7f849c20c30dd3ff0ec9a237ee,8-6-20-8-W5,Alberta,"50000",1978-09-08,Alberta Culture and Tourism,./0.png
-115.0747222,50.6630556,IACPM,Elpoca Falls,Undetermined,,Falls,Water Feature,FALL,0cff842a849c20c39f86bef5dd3e6223,6-5-20-8-W5,Alberta,"250000",1978-09-08,Alberta Culture and Tourism,./0.png
-115.0269444,50.6647222,IACPK,Elpoca Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cff83ea849c20c3a13246c02f9a382d,20-8-W5,Alberta,"250000",1928-12-31,Alberta Culture and Tourism,./3.png
-118.6133333,59.4619444,IACPN,Elsa Lake,Undetermined,,Lake,Water Feature,LAKE,0c836f5a849c20c3cebbe18b59642dd5,120-4-W6,Alberta,"250000",1967-03-17,Alberta Culture and Tourism,./0.png
-114.2205556,52.3077777,IACPO,Elspeth,Undetermined,,Locality,Populated Place,UNP,0c836ec0849c20c33ac98d713d4ac1f2,33-38-2-W5,Alberta,"50000",1951-06-07,Alberta Culture and Tourism,./2.png
-113.5527778,50.5822222,IACPP,Eltham,Undetermined,,Locality,Populated Place,UNP,0c836fdb849c20c3165b13bad86464e3,4-19-26-W4,Alberta,"250000",1965-09-16,Alberta Culture and Tourism,./2.png
-117.4847222,52.5183333,IASOI,Elusive Pass,Undetermined,,Pass,Terrain Feature,VALL,96f949e0c6cb11d892e2080020a0f4c9,,Alberta,"50000",2002-09-21,Alberta Culture and Tourism,./3.png
-118.3594444,52.9527778,IACPQ,Elysium Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c836f9b849c20c3641cf24d604bdb7a,46-3-W6,Alberta,"250000",1951-02-07,Alberta Culture and Tourism,./3.png
-118.3394444,52.9547222,IACPR,Elysium Pass,Undetermined,,Pass,Terrain Feature,VALL,0c8370bb849c20c30b90ab79b51d6cbd,46-3-W5,Alberta,"50000",1951-02-07,Alberta Culture and Tourism,./3.png
-116.8977778,53.305,IACPS,Embarras,Undetermined,,Locality,Populated Place,UNP,0c837071849c20c3f88ac507cb6cbed8,8-50-20-W5,Alberta,"250000",1928-12-31,Alberta Culture and Tourism,./2.png
-111.3886111,58.2044444,IACPT,Embarras,Undetermined,,Former Locality,Populated Place,UNP,bd5b6bddc6cd11d892e2080020a0f4c9,106-9-W4,Alberta,"50000",1988-12-31,Alberta Culture and Tourism,./2.png
-111.4797222,58.4477778,IACPU,Embarras Portage,Undetermined,,Locality,Populated Place,UNP,0c837107849c20c35e2c65d4ef87c818,8-109-9-W4,Alberta,"250000",1954-06-03,Alberta Culture and Tourism,./2.png
-116.6186111,53.46,IACPV,Embarras River,Undetermined,,River,Water Feature,RIV,0c837208849c20c37614aa4217f312b0,52-18-W5,Alberta,"1000000",1944-11-28,Alberta Culture and Tourism,./0.png
-111.0397222,58.6875,IAFVA,Embarras River,Undetermined,,River,Water Feature,RIV,0c84ea33849c20c30fc68b614364e03d,"109,110-8,9-W4",Alberta,"250000",1954-06-03,Alberta Culture and Tourism,./0.png
-113.9080556,49.0561111,IADFU,Emerald Bay,Undetermined,,Bay,Water Feature,BAY,0c83b21b849c20c39de3c18a6695a0ea,23-1-30-W4,Alberta,"50000",1974-01-18,Alberta Culture and Tourism,./0.png
-112.7561111,53.635,IADFV,Emerald Lake,Undetermined,,Lake,Water Feature,LAKE,0c83b29e849c20c3fcab56b1259afc1d,5-54-19-W4,Alberta,"250000",1980-02-28,Alberta Culture and Tourism,./0.png
-114.6419444,49.6266667,IACPW,Emerald Lake,Undetermined,,Lake,Water Feature,LAKE,0c837148849c20c3c2d8b74ac248b7b4,8-8-5-W5,Alberta,"50000",1977-02-24,Alberta Culture and Tourism,./0.png
-114.3230556,50.4002778,IACPX,Emerson Creek,Undetermined,,Creek,Water Feature,RIV,0c837249849c20c386758d8180e50f5c,3-17-3-W5,Alberta,"50000",1939-12-12,Alberta Culture and Tourism,./0.png
-113.8519444,50.5788889,IARBP,Emerson Lake,Undetermined,,Lake,Water Feature,LAKE,0c89fcf1849c20c35631044e2bb4e6dd,6-5-19-28-W4,Alberta,"50000",1986-07-28,Alberta Culture and Tourism,./0.png
-117.1158333,53.7291666,IACPY,Emerson Lakes,Undetermined,,Lakes,Water Feature,LAKE,0cff84d1849c20c360089473e8ffc65d,"6 W, 7W, 55-21-W5",Alberta,"250000",1978-03-21,Alberta Culture and Tourism,./0.png
-118.3136111,52.9427778,IACPZ,Emigrants Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c83731c849c20c389ff6014e2f921fd,46-3-W6,Alberta,"250000",1951-02-07,Alberta Culture and Tourism,./3.png
-117.9852778,53.1011111,IACQB,Emir Creek,Undetermined,,Creek,Water Feature,RIV,0c83735d849c20c3d3f289c9f665ceb3,47-28-W5,Alberta,"50000",1960-07-07,Alberta Culture and Tourism,./0.png
-117.9297222,53.0202778,IACQC,Emir Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cff8512849c20c3928f94140e08b932,47-27-W5,Alberta,"250000",1956-08-02,Alberta Culture and Tourism,./3.png
-113.50139,53.484722,IATOY,Empire Park,Undetermined,,Urban Community,Populated Place,UNP,56237766bbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-110.0058333,50.9555556,IACQD,Empress,Undetermined,,Village,Populated Place,VILG,7f99c0d1d05511d892e2080020a0f4c9,13-23-1-W4,Alberta,"1000000",1995-01-01,Alberta Culture and Tourism,./2.png
-110.0094444,50.9686111,IACQE,Empress Creek,Undetermined,,Creek,Water Feature,RIV,0c8373b0849c20c3df9a80029c8289da,24-23-1-W4,Alberta,"250000",1967-01-20,Alberta Culture and Tourism,./0.png
-114.1963889,54.5538889,IACQF,Emslie Lake,Undetermined,,Lake,Water Feature,LAKE,0c8374d7849c20c341eb06a1ca9abd93,64-2-W5,Alberta,"250000",1953-05-07,Alberta Culture and Tourism,./0.png
-112.4225,50.17,IACQG,Enchant,Undetermined,,Hamlet,Populated Place,UNP,0c837418849c20c38e412456a516ca1c,17-14-18-W4,Alberta,"1000000",1957-05-02,Alberta Culture and Tourism,./2.png
-110.2475,53.7108333,IACQI,End Lake,Undetermined,,Lake,Water Feature,LAKE,0c837519849c20c30153381f0fc7c524,33-54-2-W4,Alberta,"250000",1940-05-21,Alberta Culture and Tourism,./0.png
-115.1297222,51.1980556,IACQL,End Mountain,Undetermined,,Mountain,Terrain Feature,MTN,52fb8253c6be11d892e2080020a0f4c9,1-26-9-W5,Alberta,"250000",1967-03-17,Alberta Culture and Tourism,./3.png
-112.1583333,51.9538889,IACQH,Endiang,Uncoded languages,,Hamlet,Populated Place,UNP,0c837584849c20c3573bdfcb1c7286ba,26-34-16-W4,Alberta,"250000",1955-01-20,Alberta Culture and Tourism,./2.png
-117.5544444,52.5366666,IACQJ,Endless Chain Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c837640849c20c3505ac5110685beac,"40,41-24,25-W5",Alberta,"250000",1947-03-13,Alberta Culture and Tourism,./3.png
-110.2291667,54.5513889,IACQP,English Bay,Undetermined,,Bay,Water Feature,BAY,0c837712849c20c303ea248958d5a6bd,21-64-2-W4,Alberta,"250000",1951-01-17,Alberta Culture and Tourism,./0.png
-114.3683333,51.7611111,IASLO,English Creek,Undetermined,,Creek,Water Feature,RIV,0cadf214849c20c3e9e4c534fd551c54,21-32-3-W5,Alberta,"50000",1991-10-17,Alberta Culture and Tourism,./0.png
-111.1708333,58.7025,IACQQ,English Island,Undetermined,,Island,Terrain Feature,ISL,0c8376c2849c20c37caf3969ad5dca88,112-7-W4,Alberta,"250000",1954-06-03,Alberta Culture and Tourism,./3.png
-110.9066667,56.1966667,IASYZ,Engstrom Lake,Undetermined,,Lake,Water Feature,LAKE,0cb06255849c20c3248a61ce3a0f114c,E-17-83-6-W4,Alberta,"50000",1992-01-22,Alberta Culture and Tourism,./0.png
-116.3113889,55.4169445,IACQR,Enilda,Undetermined,,Hamlet,Populated Place,UNP,9d4d2ad0d05411d892e2080020a0f4c9,13-74-16-W5,Alberta,"250000",1988-12-31,Alberta Culture and Tourism,./2.png
-113.7516667,53.4830556,IBAEO,Enoch Cree Nation 135,Undetermined,,Indian Reserve,Administrative Area,IR,01374862bbe311d892e2080020a0f4c9,10-52-26-W4,Alberta,"50000",2016-05-10,Indigenous and Northern Affairs Canada,./1.png
-113.4316667,50.475,IACQS,Ensign,Undetermined,,Locality,Populated Place,UNP,0c837752849c20c3c44b8d00b898cbf8,31-17-25-W4,Alberta,"250000",1957-05-02,Alberta Culture and Tourism,./2.png
-111.13333,51.85,IACQT,Ensleigh,Undetermined,,Locality,Populated Place,UNP,0c837843849c20c32221e49fea534e7b,6-33-8-W4,Alberta,"50000",1951-11-01,Alberta Culture and Tourism,./2.png
-113.2780556,51.4825,IACQU,Entice,Undetermined,,Locality,Populated Place,UNP,0c8377ab849c20c397e4a98385668b68,14-29-24-W4,Alberta,"250000",1955-01-20,Alberta Culture and Tourism,./2.png
-117.69,53.3736111,IACQV,Entrance,Undetermined,,Hamlet,Populated Place,UNP,0c83789a849c20c3cffb7030703ab12c,1-51-26-W5,Alberta,"250000",1956-08-02,Alberta Culture and Tourism,./2.png
-116.5822222,52.1525,IACQX,Entry Creek,Undetermined,,Creek,Water Feature,RIV,0c83793a849c20c37c10cc3f2ae78976,37-19-W5,Alberta,"250000",1959-06-07,Alberta Culture and Tourism,./0.png
-114.9958333,53.5944445,IACQY,Entwistle,Undetermined,,Village,Populated Place,VILG,7fa4e462d05511d892e2080020a0f4c9,20-53-7-W5,Alberta,"250000",1995-01-01,Alberta Culture and Tourism,./2.png
-115.6241667,50.8347222,IACQZ,Eon Mountain,Undetermined,,Mountain,Terrain Feature,MTN,5a2613b7ba3411d892e2080020a0f4c9,"21,22-12-W5",Alberta,"250000",1957-10-03,Alberta Culture and Tourism,./3.png
-116.6916667,51.8836111,IACRA,Epaulette Creek,Undetermined,,Creek,Water Feature,RIV,0c83797c849c20c3b14c8fd9fef55054,33-20-W5,Alberta,"50000",1972-09-18,Alberta Culture and Tourism,./0.png
-116.7,51.866667,IACRB,Epaulette Lake,Undetermined,,Lake,Water Feature,LAKE,0c837a07849c20c31707fd51d48645d6,33-20-W5,Alberta,"50000",1972-09-18,Alberta Culture and Tourism,./0.png
-116.735,51.8658334,IACRC,Epaulette Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c8379c6849c20c32c1feac280be2bc7,33-20-W5,Alberta,"250000",1961-06-07,Alberta Culture and Tourism,./3.png
-110.1266667,58.4272222,IACRE,Epler Lake,Undetermined,,Lake,Water Feature,LAKE,0c837ab3849c20c39906d1d3918f94a9,"108,109-1-W4",Alberta,"250000",1954-06-03,Alberta Culture and Tourism,./0.png
-114.6986111,56.7172222,IACRF,Equisetum Lake,Undetermined,,Lake,Water Feature,LAKE,0c837b35849c20c371d5477093380c78,89-5-W5,Alberta,"250000",1944-10-12,Alberta Culture and Tourism,./0.png
-113.2455556,51.7825,IACRG,Equity,Undetermined,,Locality,Populated Place,UNP,0c837af5849c20c31342204c554997d1,31-32-23-W4,Alberta,"250000",1955-01-20,Alberta Culture and Tourism,./2.png
-118.2372222,52.6627777,IACRJ,Eremite Creek,Undetermined,,Creek,Water Feature,RIV,0c837cb2849c20c31f9c529a13621e6d,42-2-W6,Alberta,"50000",1956-08-02,Alberta Culture and Tourism,./0.png
-118.2466667,52.6347223,IACRK,Eremite Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0c837c67849c20c39a000f5d9176016a,42-2-W6,Alberta,"250000",1935-03-05,Alberta Culture and Tourism,./4.png
-118.2452778,52.6325,IACRL,Eremite Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c837d46849c20c396282505d942693a,42-2-W6,Alberta,"50000",1935-03-05,Alberta Culture and Tourism,./3.png
-112.4144444,55.3241667,IACRM,Eric Creek,Undetermined,,Creek,Water Feature,RIV,0c837cf4849c20c3114bd94a4af48a61,73-16-W4,Alberta,"250000",1970-10-27,Alberta Culture and Tourism,./0.png
-110.3641667,52.7580556,IACRQ,Eric Lake,Undetermined,,Lake,Water Feature,LAKE,0c837e28849c20c3e13732663ee15066,3-44-3-W4,Alberta,"250000",1951-04-05,Alberta Culture and Tourism,./0.png
-118.9166667,53.6333333,IACRR,Eric Lake,Undetermined,,Lake,Water Feature,LAKE,0c837ef0849c20c3eeba5e2ecc375906,54-7-W6,Alberta,"50000",1955-02-02,Alberta Culture and Tourism,./0.png
-110.8886111,49.3730556,IACRN,Erickson Coulee,Undetermined,,Coulee,Terrain Feature,VALL,0c837de6849c20c3d3e68e7f2ee3bcbf,9-5-7-W4,Alberta,"250000",1967-10-03,Alberta Culture and Tourism,./3.png
-117.0088889,53.0736111,IACRO,Erickson Creek,Undetermined,,Creek,Water Feature,RIV,0c837d88849c20c3dc6380f59f4ed079,47-21-W5,Alberta,"250000",1944-11-29,Alberta Culture and Tourism,./0.png
-114.7741667,54.5011111,IACRP,Erickson Lake,Undetermined,,Lake,Water Feature,LAKE,0c837e69849c20c3342d6647a70a1020,"63,64-6-W5",Alberta,"250000",1958-01-16,Alberta Culture and Tourism,./0.png
-112.6433333,52.7038889,IATDG,Erickson's Lake,Undetermined,,Lake,Water Feature,LAKE,0cc7c91e849c20c38b22499aabebb995,14-43-19-W4,Alberta,"50000",1995-03-06,Alberta Culture and Tourism,./0.png
-118.2355556,55.9563889,IACRS,Erin Lodge,Undetermined,,Locality,Populated Place,UNP,0c837eae849c20c365cc5cdd1277efe6,21-80-2-W6,Alberta,"250000",1948-03-02,Alberta Culture and Tourism,./2.png
-113.61667,53.661111,IATUF,Erin Ridge,Undetermined,,Urban Community,Populated Place,UNP,5a3c5a7bbbe111d892e2080020a0f4c9,St. Albert,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-114.96667,51.020833,IATMS,Erin Woods,Undetermined,,Urban Community,Populated Place,UNP,542ab46dbbe111d892e2080020a0f4c9,Calgary,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-116.6872222,53.4025,IACRT,Erith,Undetermined,,Locality,Populated Place,UNP,0c837f93849c20c3444652c1f9b03d0a,14-51-19-W5,Alberta,"250000",1928-12-31,Alberta Culture and Tourism,./2.png
-116.6663889,53.3905556,IACRU,Erith River,Undetermined,,River,Water Feature,RIV,0c837f32849c20c393e783d9964bef86,51-19-W5,Alberta,"1000000",1928-12-31,Alberta Culture and Tourism,./0.png
-114.06667,51.033333,IACRV,Erlton,Undetermined,,Urban Community,Populated Place,UNP,4df8b417bbe111d892e2080020a0f4c9,Calgary,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-113.5,53.466667,IACRX,Ermineskin,Undetermined,,Urban Community,Populated Place,UNP,4e116c38bbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-113.4977778,52.8741667,IAUBR,Ermineskin 138,Undetermined,,Indian Reserve,Administrative Area,IR,014a5b33bbe311d892e2080020a0f4c9,12-45-65-W4,Alberta,"50000",1972-06-01,Indigenous and Northern Affairs Canada,./1.png
-110.7997222,53.0822222,IACSA,Ernest Lake,Undetermined,,Lake,Water Feature,LAKE,0c837fea849c20c3a849ffd77800cdb6,27-47-6-W4,Alberta,"250000",1940-05-21,Alberta Culture and Tourism,./0.png
-117.1038889,51.9572222,IADAD,Ernest Peak,Undetermined,,Peak,Terrain Feature,MTN,7b0f10b8ba3411d892e2080020a0f4c9,34-22-W5,Alberta,"50000",1972-01-19,Alberta Culture and Tourism,./3.png
-110.4483333,54.2436111,IACRZ,Ernestina Lake,Undetermined,,Lake,Water Feature,LAKE,0c83802b849c20c32c47a1abd9c65ff8,"61-3,4-W4",Alberta,"250000",1950-07-06,Alberta Culture and Tourism,./0.png
-114.3002778,49.8572222,IACSD,Ernst Creek,Undetermined,,Creek,Water Feature,RIV,0c83810f849c20c36ab5a27744f85b2e,26-10-3-W5,Alberta,"250000",1943-07-29,Alberta Culture and Tourism,./0.png
-117.8844444,53.2963889,IACSG,Errington Hill,Undetermined,,Hill,Terrain Feature,MTN,0c838157849c20c3792ef877540231d1,50-27-W5,Alberta,"250000",1956-08-02,Alberta Culture and Tourism,./3.png
-116.5138889,52.9086111,IADAG,Error Lake,Undetermined,,Lake,Water Feature,LAKE,0c839f8d849c20c39498c70f44f95578,45-18-W5,Alberta,"50000",1939-12-12,Alberta Culture and Tourism,./0.png
-112.8797222,52.3211111,IADAH,Erskine,Undetermined,,Hamlet,Populated Place,UNP,0c83a010849c20c36e435737a829ca4b,6-39-20-W4,Alberta,"1000000",1955-01-20,Alberta Culture and Tourism,./2.png
-112.8891667,52.3061111,IADAI,Erskine Lake,Undetermined,,Lake,Water Feature,LAKE,0c839fce849c20c35dbba764e363720c,38-21-W4,Alberta,"250000",1955-01-20,Alberta Culture and Tourism,./0.png
-112.9508333,53.0208333,IADAJ,Ervick,Undetermined,,Locality,Populated Place,UNP,0c83a093849c20c37fa0486bb43c75e1,1-47-21-W4,Alberta,"250000",1950-03-02,Alberta Culture and Tourism,./2.png
-116.3541667,51.9286111,IADAK,Escarpment River,Undetermined,,River,Water Feature,RIV,0c83a051849c20c366f4dcd0b4ef2d8a,33-17-W5,Alberta,"250000",1957-05-02,Alberta Culture and Tourism,./0.png
-117.9494444,59.9655556,IADAM,Esk Lake,Undetermined,,Lake,Water Feature,LAKE,0c83a0d5849c20c3e0c2f9e8861f9852,126-24-W5,Alberta,"250000",1944-11-06,Alberta Culture and Tourism,./0.png
-118.0161111,59.8958333,IADAN,Esmond Creek,Undetermined,,Creek,Water Feature,RIV,6d9fd071ba3611d892e2080020a0f4c9,125-1-W6,Alberta,"250000",1944-11-06,Alberta Culture and Tourism,./0.png
-118.1533333,53.0763889,IADAO,Esplanade Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c83a116849c20c32c9a24cfc892ed9f,47-2-W6,Alberta,"250000",1956-08-02,Alberta Culture and Tourism,./3.png
-111.1372222,58.4563889,IADAP,Ess Bend,Undetermined,,Bend,Water Feature,RIVF,0c83a158849c20c3f25508b486beb6d2,109-7-W4,Alberta,"250000",1965-11-17,Alberta Culture and Tourism,./0.png
-110.2602778,51.6825,IADAR,Esther,Undetermined,,Locality,Populated Place,UNP,0c83a1d9849c20c3c8379d49dd206dea,29-31-2-W4,Alberta,"250000",1951-11-01,Alberta Culture and Tourism,./2.png
-110.4177778,52.8463889,IADAS,Estridge Lake,Undetermined,,Lake,Water Feature,LAKE,0c83a199849c20c307c95bbc1f0e8394,6-45-3-W4,Alberta,"250000",1951-04-05,Alberta Culture and Tourism,./0.png
-115.6419444,53.3891666,IADAT,Eta Lake,Undetermined,,Lake,Water Feature,LAKE,0c83a21d849c20c3f974883a35523a88,12-51-12-W5,Alberta,"250000",1949-09-01,Alberta Culture and Tourism,./0.png
-115.0275,54.8322222,IADAU,Ethel Creek,Undetermined,,Creek,Water Feature,RIV,530609a4c6be11d892e2080020a0f4c9,67-7-W5,Alberta,"250000",1960-07-07,Alberta Culture and Tourism,./0.png
-110.3511111,54.5319444,IADAY,Ethel Lake,Undetermined,,Lake,Water Feature,LAKE,0cff8a8c849c20c34cf929e849df54e3,64-3-W4,Alberta,"1000000",1951-01-17,Alberta Culture and Tourism,./0.png
-114.8711111,53.7816667,IADAW,Ethel Lake,Undetermined,,Lake,Water Feature,LAKE,0c83a25f849c20c30b38f6b38ced5328,30-55-6-W5,Alberta,"50000",1950-04-06,Alberta Culture and Tourism,./0.png
-115.0583333,54.7791666,IADAZ,Ethel Lake,Undetermined,,Lake,Water Feature,LAKE,0c83a2e4849c20c356e9571a443aea70,67-7-W5,Alberta,"250000",1958-01-16,Alberta Culture and Tourism,./0.png
-110.3625,54.4955556,IADAV,Ethel Lake,Undetermined,,Locality,Populated Place,UNP,0c83a2a1849c20c3bbd132248fbfad32,35-63-3-W4,Alberta,"50000",1945-07-28,Alberta Culture and Tourism,./2.png
-114.6488889,50.3794445,IADBC,Etherington Creek,Undetermined,,Creek,Water Feature,RIV,0c83a325849c20c3e7735b117dccccf5,16-5-W5,Alberta,"250000",1943-11-29,Alberta Culture and Tourism,./0.png
-111.1072222,49.4769444,IADBE,Etzikom,Undetermined,,Hamlet,Populated Place,UNP,0c83a367849c20c3ed44b31c22950f3b,14-6-9-W4,Alberta,"1000000",1947-03-13,Alberta Culture and Tourism,./2.png
-112.1441667,49.4797222,IADBG,Etzikom Coulee,Siksika,,Coulee,Terrain Feature,VALL,6910b5d9d05511d892e2080020a0f4c9,"6-16,17-W4",Alberta,"1000000",1971-03-15,Alberta Culture and Tourism,./3.png
-115.3625,55.3633333,IADBI,Eula Creek,Undetermined,,Creek,Water Feature,RIV,0c83a3a7849c20c3dabfb6c82926927a,31-73-9-W5,Alberta,"250000",1979-05-07,Alberta Culture and Tourism,./0.png
-117.2394444,53.1619445,IADBL,Eunice Creek,Undetermined,,Creek,Water Feature,RIV,0c83a3e9849c20c367b66035d6880b56,48-23-W5,Alberta,"250000",1944-11-29,Alberta Culture and Tourism,./0.png
-119.5066667,56.3811111,IADBO,Eureka River,Undetermined,,River,Water Feature,RIV,0c83a434849c20c338739e422a18fda7,85-10-W6,Alberta,"1000000",1949-07-07,Alberta Culture and Tourism,./0.png
-118.7472222,56.4513889,IADBN,Eureka River,Undetermined,,Locality,Populated Place,UNP,886621a1c6be11d892e2080020a0f4c9,9-86-5-W6,Alberta,"250000",1962-10-15,Alberta Culture and Tourism,./2.png
-115.1855556,58.9138889,IADBQ,Eva Lake,Undetermined,,Lake,Water Feature,LAKE,0c83a476849c20c340911091b685f014,"114-7,8-W5",Alberta,"1000000",1944-07-12,Alberta Culture and Tourism,./0.png
-118.2763889,53.6288889,IADBS,Evan's Creek,Undetermined,,Creek,Water Feature,RIV,0c83a4b8849c20c341ab6b11c5bf7c49,54-2-W6,Alberta,"50000",1946-06-06,Alberta Culture and Tourism,./0.png
-115.1527778,50.8961111,IADBX,Evan-Thomas Creek,Undetermined,,Creek,Water Feature,RIV,bdae46d5c6cd11d892e2080020a0f4c9,22-9-W5,Alberta,"250000",1972-04-11,Alberta Culture and Tourism,./0.png
-118.182167,53.598111,IADBW,Evans Trail,Undetermined,,Trail,Constructed Feature,ROAD,9d665822d05411d892e2080020a0f4c9,,Alberta,"50000",1980-08-10,Alberta Culture and Tourism,./5.png
-115.0194444,53.6022222,IADBR,Evansburg,Undetermined,,Locality,Populated Place,UNP,bda3bf84c6cd11d892e2080020a0f4c9,30-53-7-W5,Alberta,"1000000",1998-06-30,Alberta Culture and Tourism,./2.png
-113.475,53.608333,IATRS,Evansdale,Undetermined,,Urban Community,Populated Place,UNP,5899319ebbe111d892e2080020a0f4c9,Edmonton,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-114.2716667,52.2605555,IADCA,Evarts,Undetermined,,Locality,Populated Place,UNP,0cff8acd849c20c327eb2ce7ce2765e3,7-38-2-W5,Alberta,"250000",1951-06-07,Alberta Culture and Tourism,./2.png
-117.6852778,52.7694444,IATJR,Evelyn Creek,Undetermined,,Creek,Water Feature,RIV,994b0238c6cb11d892e2080020a0f4c9,,Alberta,"50000",2002-09-09,Alberta Culture and Tourism,./0.png
-117.745,52.6630555,IASNM,Evelyn Lakes,Undetermined,,Lakes,Water Feature,LAKE,96a97c28c6cb11d892e2080020a0f4c9,,Alberta,"50000",2002-09-21,Alberta Culture and Tourism,./0.png
-117.76667,52.7,IADCB,Evelyn Pass,Undetermined,,Pass,Terrain Feature,VALL,691bd96ad05511d892e2080020a0f4c9,,Alberta,"250000",1977-04-14,Alberta Culture and Tourism,./3.png
-114.5386111,52.2322222,IADCC,Evergreen,Undetermined,,Locality,Populated Place,UNP,0c83a53a849c20c3869c438b59eef555,5-38-4-W5,Alberta,"250000",1950-12-22,Alberta Culture and Tourism,./2.png
-114.1,50.929167,IATMT,Evergreen Estates,Undetermined,,Urban Community,Populated Place,UNP,5432558ebbe111d892e2080020a0f4c9,Calgary,Alberta,"50000",,Alberta Culture and Tourism,./2.png
-112.8647222,52.1711111,IADCG,Ewing Lake,Undetermined,,Lake,Water Feature,LAKE,0c83a57b849c20c39d5ae24d28b12b34,"37-20,21-W4",Alberta,"1000000",1955-01-20,Alberta Culture and Tourism,./0.png
-116.3405556,52.0316667,IATDM,Ex Coelis Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cc7caa8849c20c39662c87e459ab40e,"27-35-16,21-W5",Alberta,"50000",1994-06-13,Alberta Culture and Tourism,./3.png
-110.5744444,51.3872222,IADCH,Excel,Undetermined,,Locality,Populated Place,UNP,0c83a5fe849c20c3b93ed10244d6e51a,13-28-5-W4,Alberta,"250000",1951-11-01,Alberta Culture and Tourism,./2.png
-113.4963889,53.7744444,IADCI,Excelsior,Undetermined,,Locality,Populated Place,UNP,0c83a5bc849c20c3f61b7cbc84d25d8e,28-55-24-W4,Alberta,"250000",1950-03-02,Alberta Culture and Tourism,./2.png
-117.8375,52.8802777,IADCJ,Excelsior Creek,Undetermined,,Creek,Water Feature,RIV,0c83a63f849c20c3fcfa05320f7b7174,45-27-W5,Alberta,"50000",1947-06-03,Alberta Culture and Tourism,./0.png
-117.8880556,52.8458333,IADCM,Excelsior Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cff8b17849c20c33ea4682c6dc9f4a3,45-27-W5,Alberta,"250000",1947-06-03,Alberta Culture and Tourism,./3.png
-112.9305556,49.6472222,IARBQ,Excoffin Bottom,Undetermined,,Bottom,Feature Associated with Vegetation,VEGL,0cffea70849c20c3c40855302275dc2a,W16-8-22-4,Alberta,"250000",1986-07-28,Alberta Culture and Tourism,./6.png
-112.050222,49.960778,IADCP,Expanse Coulee,Undetermined,,Coulee,Terrain Feature,VALL,bdb831e6c6cd11d892e2080020a0f4c9,12-16-W4,Alberta,"250000",1970-04-22,Alberta Culture and Tourism,./3.png
-115.1627778,51.0616667,IADCQ,Exshaw,Undetermined,,Hamlet,Populated Place,UNP,0c83a680849c20c3dc7c78ea7a87b90f,22-24-9-W5,Alberta,"1000000",1956-11-02,Alberta Culture and Tourism,./2.png
-115.1611111,51.0580556,IADCR,Exshaw Creek,Undetermined,,Creek,Water Feature,RIV,0c83a704849c20c3331455815ca2b86b,23-24-9-W5,Alberta,"50000",1967-03-17,Alberta Culture and Tourism,./0.png
-115.1566667,51.0736112,IADCS,Exshaw Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c83a6c3849c20c3370c9999ed4e43d3,24-9-W5,Alberta,"50000",1965-07-19,Alberta Culture and Tourism,./3.png
-110.0,52.2388889,IADCU,Eyehill Creek,Undetermined,,Creek,Water Feature,RIV,4c1ca187ba3411d892e2080020a0f4c9,1-38-1-W4,Alberta,"1000000",1951-04-05,Alberta Culture and Tourism,./0.png
