INCIDEN_NO,INCIDEN_TY,LOCATION,LSD,SECTION,TOWNSHIP,RANGE,MERIDIAN,LICENCE_NO,LICENCE_TY,INCI_DATE,NOTIF_DATE,COMPLE_DAT,SOURCE,CAUSE_CATG,CAUSE_TYPE,FAIL_TYPE,STRIKE_ARE,FIELD_CEN,LIC_BA_ID,LICENSEE,INJURY,FATALITY,JURISD_CAT,JURISDICT,OFFSITE,SENSI_AREA,CSUFILENO,REVIEWCLOS,REVCLOSDES,PUB_AFFECT,ENV_AFFECT,WILD_AFFEC,AREA_AFFEC,PUB_EVACUA,CLEANUP_DA,PIPE_LIC,PIPE_NUM,PIPE_DAMAG,PIPE_FAIL,PIPE_DIAM,PIPE_GRADE,PIPE_THICK,SEG_LENGTH,SEG_STATUS,CROSS_TYPE,PIPE_TYPE,PIP_MATERL,PIPE_MAOP,STRESSLEVL,JOINTMETHD,EXT_COAT,INT_PROTEC,SUB_REL_1,VOL_REL_1,VOL_REC_1,VOL_UNIT_1,SUB_REL_2,VOL_REL_2,VOL_REC_2,VOL_UNIT_2,SUB_REL_3,VOL_REL_3,VOL_REC_3,VOL_UNIT_3,SUB_REL_4,VOL_REL_4,VOL_REC_4,VOL_UNIT_4,SUB_REL_5,VOL_REL_5,VOL_REC_5,VOL_UNIT_5,SUB_REL_6,VOL_REL_6,VOL_REC_6,VOL_UNIT_6,SUB_REL_7,VOL_REL_7,VOL_REC_7,VOL_UNIT_7,icon_url
"19780238",Release,03-34-067-10W5,"3","34","67","10","5","9213",Pipeline Licence,1978/03/17,1978/03/17,1978/03/18,Multiphase Pipeline,Conversion,Conversion,Girth Weld Failure,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1978/03/18,"38582","6",Leak,N,88.900000000000006,B,4.780000000000000,,Operating,,,,,,,,,Crude Oil,4.00000000000,0.00000000000,m3,Salt/Produced Water,4.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19810450",Release,03-34-067-10W5,"3","34","67","10","5","14573",Pipeline Licence,1981/05/21,1981/05/21,1981/05/22,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1981/05/22,"68031","15",Leak,Y,114.299999999999997,0X52,4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19920397",Release,03-34-067-10W5,"3","34","67","10","5","14573",Pipeline Licence,1992/03/11,1992/03/11,1992/03/12,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/03/12,"68031","15",Leak,N,114.299999999999997,"0359",4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19920410",Release,03-34-067-10W5,"3","34","67","10","5","14573",Pipeline Licence,1992/03/13,1992/03/13,1992/03/13,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1992/03/13,"68031","15",Leak,Y,114.299999999999997,"0359",4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19810180",Release,04-34-067-10W5,"4","34","67","10","5","14573",Pipeline Licence,1981/02/24,1981/02/24,1981/02/24,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1981/02/24,"68031","15",Leak,N,114.299999999999997,0X52,4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19860019",Release,04-34-067-10W5,"4","34","67","10","5","14573",Pipeline Licence,1986/01/03,1986/01/03,1988/09/27,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1988/09/27,"68031","15",Rupture,N,114.299999999999997,"3591",4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,80.00000000000,50.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19860018",Release,04-34-067-10W5,"4","34","67","10","5","14573",Pipeline Licence,1986/01/03,1986/01/03,1994/01/27,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1994/01/27,"68031","15",Rupture,N,114.299999999999997,"3591",4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,80.00000000000,50.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19871170",Release,04-34-067-10W5,"4","34","67","10","5","14573",Pipeline Licence,1987/09/06,1987/09/06,1987/09/06,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1987/09/06,"68031","15",Rupture,Y,114.299999999999997,"0359",4.780000000000000,,Operating,,,,,,,,,Fresh Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19871183",Release,04-34-067-10W5,"4","34","67","10","5","14573",Pipeline Licence,1987/09/09,1987/09/09,1987/09/09,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1987/09/09,"68031","15",Rupture,Y,114.299999999999997,"0359",4.780000000000000,,Operating,,,,,,,,,Fresh Water,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19910708",Release,04-34-067-10W5,"4","34","67","10","5","0016414",Well Licence,1991/05/01,1991/05/01,1991/05/02,Oil Well,Conversion,Conversion,Pig Trap,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/05/02,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19930606",Release,04-34-067-10W5,"4","34","67","10","5","14573",Pipeline Licence,1993/03/25,1993/03/25,1993/05/26,Water Pipeline,Conversion,Conversion,Operator Error,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1993/05/26,"68031","15",Leak,N,114.299999999999997,"0359",4.780000000000000,,Operating,,,,,,,,,Salt/Produced Water,40.00000000000,20.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19910920",Release,10-34-067-10W5,"10","34","67","10","5","0016397",Well Licence,1991/06/05,1991/06/05,1991/06/19,Oil Well,Conversion,Conversion,Stuffing Box,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/06/19,,,,,,,,,,,,,,,,,,Crude Oil,11.00000000000,10.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19780802",Release,04-35-067-10W5,"4","35","67","10","5","0020001",Well Licence,1978/10/21,1978/10/21,1994/01/27,Oil Well,Conversion,Conversion,Stuffing Box,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1994/01/27,,,,,,,,,,,,,,,,,,Crude Oil,6.00000000000,0.00000000000,m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19900957",Release,04-35-067-10W5,"4","35","67","10","5","0020001",Well Licence,1990/06/16,1990/06/16,1990/07/17,Oil Well,Conversion,Conversion,Stuffing Box,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1990/07/17,,,,,,,,,,,,,,,,,,Crude Oil,2.00000000000,2.00000000000,m3,Salt/Produced Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19910723",Release,04-35-067-10W5,"4","35","67","10","5","0020001",Well Licence,1991/05/03,1991/05/03,1991/05/23,Oil Well,Conversion,Conversion,Stuffing Box,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/05/23,,,,,,,,,,,,,,,,,,Crude Oil,5.00000000000,5.00000000000,m3,Salt/Produced Water,5.00000000000,4.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20062841",Release,12-35-067-10W5,"12","35","67","10","5","12746",Pipeline Licence,2006/11/20,2006/11/20,2006/12/14,Multiphase Pipeline,Equipment Failure,Malfunction,Miscellaneous,SWANH,St. Albert,0K29,Devon Canada Corporation,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2006/11/21,"59706","1",Leak,N,60.299999999999997,X42,3.910000000000000,0.770000000000000,Operating,,5L,Steel,9000.000000000000000,"24",Welded,YJ,Uncoated,Crude Oil,0.80000000000,0.80000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19790220",Release,02-36-067-10W5,"2","36","67","10","5",,,1979/03/04,1979/03/04,1979/03/06,Crude Oil Group Battery,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,"0305",Dekalb Petroleum Corporation,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1979/03/06,,,,,,,,,,,,,,,,,,Crude Oil,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19850319",Release,02-36-067-10W5,"2","36","67","10","5",,,1985/03/01,1985/03/01,1994/01/27,Crude Oil Group Battery,Conversion,Conversion,Line Failure,SWANH,St. Albert,"0305",Dekalb Petroleum Corporation,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1994/01/27,,,,,,,,,,,,,,,,,,Salt/Produced Water,50.00000000000,30.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19851617",Release,02-36-067-10W5,"2","36","67","10","5",,,1985/12/03,1985/12/03,1994/01/27,Crude Oil Group Battery,Conversion,Conversion,Operator Error,SWANH,St. Albert,"0305",Dekalb Petroleum Corporation,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1994/01/27,,,,,,,,,,,,,,,,,,Crude Oil,7.00000000000,6.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19860396",Release,02-36-067-10W5,"2","36","67","10","5","6553",Pipeline Licence,1986/03/10,1986/03/10,1986/03/11,Water Pipeline,Conversion,Conversion,Pipe Body Failure,SWANH,St. Albert,0MN3,Samson Resources Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1986/03/11,"21317","6",Rupture,Y,60.299999999999997,"0052",4.780000000000000,,Operating,,,,,,,,,Fresh Water,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19881007",Release,02-36-067-10W5,"2","36","67","10","5","6553",Pipeline Licence,1988/07/04,1988/07/04,1988/07/12,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,0MN3,Samson Resources Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1988/07/12,"21315","4",Leak,N,60.299999999999997,"0052",4.830000000000000,,Operating,,,,,,,,,Salt/Produced Water,5.00000000000,5.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19890164",Release,02-36-067-10W5,"2","36","67","10","5",,,1989/01/26,1989/01/26,1989/02/07,Crude Oil Group Battery,Conversion,Conversion,Tank Leak,SWANH,St. Albert,"0305",Dekalb Petroleum Corporation,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1989/02/07,,,,,,,,,,,,,,,,,,Salt/Produced Water,30.00000000000,30.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19890222",Release,02-36-067-10W5,"2","36","67","10","5",,,1989/02/06,1989/02/06,1989/09/13,Crude Oil Group Battery,Conversion,Conversion,Valve Leak,SWANH,St. Albert,"0305",Dekalb Petroleum Corporation,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1989/09/13,,,,,,,,,,,,,,,,,,Crude Oil,25.00000000000,14.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19910017",Release,02-36-067-10W5,"2","36","67","10","5",,,1991/01/03,1991/01/03,1991/05/31,Crude Oil Group Battery,Conversion,Conversion,Separator,SWANH,St. Albert,0MN3,Samson Resources Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/05/31,,,,,,,,,,,,,,,,,,Crude Oil,3.00000000000,2.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19910105",Release,02-36-067-10W5,"2","36","67","10","5",,,1991/01/12,1991/01/12,1991/01/16,Crude Oil Group Battery,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,0MN3,Samson Resources Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1991/01/16,,,,,,,,,,,,,,,,,,Crude Oil,20.00000000000,19.00000000000,m3,Salt/Produced Water,60.00000000000,60.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19981096",Release,02-36-067-10W5,"2","36","67","10","5","0022135",Well Licence,1998/04/09,1998/04/09,1998/04/09,Pump Station,Conversion,Conversion,Valve Failure,SWANH,St. Albert,0NX9,"Samson Canada, Ltd.",0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1998/04/09,,,,,,,,,,,,,,,,,,Salt/Produced Water,8.00000000000,8.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20031593",Release,02-36-067-10W5,"2","36","67","10","5","5054",Pipeline Licence,2003/06/13,2003/06/13,2003/12/31,Natural Gas Pipeline,Equipment Failure,Internal corrosion,Corrosion Internal,SWANH,ST. ALBERT,0RA3,Pengrowth Corporation,,,Crown,Crown Any Area,Y,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2003/06/13,"14742","1",Leak,N,,,,,,,,,,,,Polyurethane,,Crude Oil,0.50000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20072109",Release,02-36-067-10W5,"2","36","67","10","5","14670",Facility Licence,2007/08/29,2007/08/29,2007/10/01,Crude Oil Group Battery,Equipment Failure,External corrosion,Equipment Failure,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2007/08/29,,,,,,,,,,,,,,,,,,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,2.00000000000,1.50000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20081871",Release,02-36-067-10W5,"2","36","67","10","5","6802",Pipeline Licence,2008/08/01,2008/08/01,2008/10/28,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2008/08/03,"22718","20",Leak,N,88.900000000000006,B,3.180000000000000,1.160000000000000,Operating,,5L,Steel,3450.000000000000000,"0",Welded,YJ,Free Standing,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,1.00000000000,1.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20102020",Release,02-36-067-10W5,"2","36","67","10","5","52181",Pipeline Licence,2010/11/05,2010/11/05,2011/03/20,Multiphase Pipeline,Operator Error,Non-procedural,Mechanical Pipe Damage,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,,,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2010/11/05,"299809","3",Leak,Y,88.900000000000006,B,3.180000000000000,1.160000000000000,Operating,,5L,Steel,3450.000000000000000,"0",Welded,,Free Standing,Fresh Water,0.50000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19850771",Release,10-36-067-10W5,"10","36","67","10","5","6802",Pipeline Licence,1985/06/19,1985/06/19,1986/12/31,Multiphase Pipeline,Conversion,Conversion,Overpressure Failure,SWANH,St. Albert,0MN3,Samson Resources Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1986/12/31,"22720","22",Leak,N,88.900000000000006,000B,3.180000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19881153",Release,10-36-067-10W5,"10","36","67","10","5","6802",Pipeline Licence,1988/08/02,1988/08/02,1988/08/22,Multiphase Pipeline,Conversion,Conversion,Overpressure Failure,SWANH,St. Albert,0MN3,Samson Resources Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1988/08/22,"22720","22",Rupture,N,88.900000000000006,000B,3.180000000000000,,Operating,,,,,,,,,Crude Oil,4.00000000000,4.00000000000,m3,Salt/Produced Water,6.00000000000,5.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"20140223",Release,02-01-067-11W5,"2","1","67","11","5","0025547",Well Licence,2014/01/27,2014/01/27,2015/02/04,Oil Well,Equipment Failure,Malfunction,Stuffing Box,SWANH,St. Albert,0K29,Devon Canada Corporation,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2014/01/30,,,,,,,,,,,,,,,,,,Contaminated Surface Water,0.00000000000,40.00000000000,m3,Crude Oil,0.50000000000,0.40000000000,m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,3.50000000000,3.00000000000,m3,,,,,,,,,,,,,./0.png
"19890354",Release,04-12-067-11W5,"4","12","67","11","5","20751",Pipeline Licence,1989/02/23,1989/02/23,1989/09/13,Water Pipeline,Conversion,Conversion,Corrosion Internal,SWANH,St. Albert,"0060",BP Canada Energy Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1989/09/13,"106934","1",Leak,N,88.900000000000006,"0290",5.490000000000000,,Operating,,,,,,,,,Salt/Produced Water,3.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19770870",Release,09-12-067-11W5,"9","12","67","11","5","8438",Pipeline Licence,1977/08/21,1977/08/21,1979/03/23,Crude Oil Pipeline,Conversion,Conversion,Earth Movement,SWANH,St. Albert,"0060",BP Canada Energy Company,0.000000000000000,0.000000000000000,Crown,Crown Whitecourt,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1979/03/23,"31874","1",Leak,N,88.900000000000006,5L B,5.490000000000000,,Operating,,,,,,,,,Crude Oil,1.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19800678",Release,09-12-067-11W5,"9","12","67","11","5",,,1980/08/17,1980/08/17,1984/07/11,Miscellaneous,Conversion,Conversion,Neglect,SWANH,St. Albert,"0060",BP Canada Energy Company,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1984/07/11,,,,,,,,,,,,,,,,,,Crude Oil,2.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20030745",Release,10-12-067-11W5,"10","12","67","11","5",,,2003/03/19,2003/03/19,2003/03/20,Crude Oil Group Battery,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,0NX9,"Samson Canada, Ltd.",0.000000000000000,0.000000000000000,,,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,2003/03/20,,,,,,,,,,,,,,,,,,Crude Oil,15.00000000000,15.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"20061307",Release,10-12-067-11W5,"10","12","67","11","5","20748",Pipeline Licence,2006/05/27,2006/05/28,2006/06/27,Multiphase Pipeline,Equipment Failure,External corrosion,Corrosion External,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,,,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2006/05/27,"106891","4",Leak,N,88.900000000000006,X-42,5.490000000000000,0.050000000000000,Operating,,5LX,Steel,9930.000000000000000,"0",Welded,YJ,Uncoated,Air,0.00000000000,0.00000000000,103 m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,1.00000000000,0.90000000000,m3,,,,,,,,,,,,,,,,,./0.png
"20080373",Release,10-12-067-11W5,"10","12","67","11","5","14672",Facility Licence,2008/02/09,2008/02/09,2008/04/03,Crude Oil Group Battery,Equipment Failure,Malfunction,Line Plugged,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,0.000000000000000,0.000000000000000,Crown,Crown Any Area,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0.000000000000000,2008/02/11,,,,,,,,,,,,,,,,,,Crude Oil,2.00000000000,0.50000000000,m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,48.00000000000,20.00000000000,m3,,,,,,,,,,,,,,,,,./0.png
"20082954",Release,10-12-067-11W5,"10","12","67","11","5","14672",Facility Licence,2008/12/14,2008/12/14,2008/12/22,Crude Oil Group Battery,Equipment Failure,Malfunction,Hi Level Switch,SWANH,St. Albert,0BP8,Obsidian Energy Ltd.,,,Freehold,Freehold Private Lan,N,N,,,,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,2008/12/14,,,,,,,,,,,,,,,,,,Crude Oil,0.50000000000,0.50000000000,m3,Gas Production (Raw),0.10000000000,0.00000000000,103 m3,Salt/Produced Water,25.50000000000,25.50000000000,m3,,,,,,,,,,,,,,,,,./0.png
"19820536",Release,12-12-067-11W5,"12","12","67","11","5","0042569",Well Licence,1982/05/29,1982/05/29,1982/07/28,Oil Well,Conversion,Conversion,Valve Leak,SWANH,St. Albert,0NX9,"Samson Canada, Ltd.",0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1982/07/28,,,,,,,,,,,,,,,,,,Crude Oil,8.00000000000,8.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19891051",Release,12-12-067-11W5,"12","12","67","11","5","0042569",Well Licence,1989/07/09,1989/07/09,1989/09/13,Oil Well,Conversion,Conversion,Equipment Failure,SWANH,St. Albert,0NX9,"Samson Canada, Ltd.",0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1989/09/13,,,,,,,,,,,,,,,,,,Crude Oil,10.00000000000,10.00000000000,m3,Salt/Produced Water,10.00000000000,8.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19961856",Release,10-13-067-11W5,"10","13","67","11","5","9360",Pipeline Licence,1996/08/11,1996/08/11,1996/08/11,Multiphase Pipeline,Conversion,Conversion,Corrosion External,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,Y,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1996/08/11,"39524","7",Leak,N,88.900000000000006,"3171",3.960000000000000,1.520000000000000,Operating,,Z245.1,Steel,9000.000000000000000,"32",Welded,,Uncoated,Crude Oil,0.50000000000,0.00000000000,m3,Salt/Produced Water,0.50000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,./0.png
"19990139",Release,10-13-067-11W5,"10","13","67","11","5","9360",Pipeline Licence,1999/01/13,1999/01/13,1999/05/13,Multiphase Pipeline,Conversion,Conversion,Earth Movement,SWANH,St. Albert,"0006",Home Oil Company Limited,0.000000000000000,0.000000000000000,,,Y,N,,,,Conversion from ENV system,Flowing Water,Conversion from ENV system,Conversion from ENV system,,1999/05/13,"39518","1",Leak,N,88.900000000000006,B,5.490000000000000,1.140000000000000,Operating,,5L,Steel,9000.000000000000000,"30",Welded,,Uncoated,Salt/Produced Water,30.00000000000,30.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
"19820313",Release,03-18-067-11W5,"3","18","67","11","5",,,1982/03/24,1982/03/24,1983/08/18,Gas Plant Sweet,Conversion,Conversion,Tank Overflow,SWANH,St. Albert,"0007",Imperial Oil Resources Limited,0.000000000000000,0.000000000000000,Crown,Crown Slave Lake,N,N,,,,Conversion from ENV system,Air/Land,Conversion from ENV system,Conversion from ENV system,,1983/08/18,,,,,,,,,,,,,,,,,,Chemicals,8.00000000000,0.00000000000,m3,,,,,,,,,,,,,,,,,,,,,,,,,./0.png
